año,municipio,poblacion,pct_poverty,median_hh_income,pct_unemployment,pct_bachelors_plus,median_age,area_km2,densidad_pob_km2,fuente
2008,Juana Díaz,51020.0,43.8,17020.0,14.8,15.8,39.6,155.5,328.1,estimado_anual
2009,Juana Díaz,50863.0,42.4,17060.0,14.9,15.9,39.8,155.5,327.1,estimado_anual
2010,Juana Díaz,50789.0,41.0,17100.0,15.0,16.0,40.0,155.5,326.6,censo_decenal
2011,Juana Díaz,50539.0,41.1,17113.4,15.0,16.1,40.2,155.5,325.0,estimado_anual
2012,Juana Díaz,50271.0,41.2,17126.8,15.0,16.2,40.4,155.5,323.3,estimado_anual
2013,Juana Díaz,50049.0,41.3,17140.2,15.0,16.3,40.6,155.5,321.9,estimado_anual
2014,Juana Díaz,49620.0,41.4,17153.6,15.0,16.4,40.8,155.5,319.1,estimado_anual
2015,Juana Díaz,49136.0,41.5,17167.0,15.0,16.5,41.0,155.5,316.0,estimado_anual
2016,Juana Díaz,48608.0,41.6,17180.4,15.0,16.6,41.2,155.5,312.6,estimado_anual
2017,Juana Díaz,47816.0,41.7,17193.8,15.0,16.7,41.4,155.5,307.5,estimado_anual
2018,Juana Díaz,46288.0,41.8,17207.2,15.0,16.8,41.6,155.5,297.7,estimado_anual
2019,Juana Díaz,46640.0,41.9,17220.6,15.0,16.9,41.8,155.5,299.9,estimado_anual
2020,Juana Díaz,46509.0,42.0,17234.0,15.0,17.0,42.0,155.5,299.1,censo_decenal
2021,Juana Díaz,46411.0,42.1,17247.4,15.0,17.1,42.2,155.5,298.5,estimado_anual
2022,Juana Díaz,45950.0,42.2,17260.8,15.0,17.2,42.4,155.5,295.5,estimado_anual
2023,Juana Díaz,45853.0,42.3,17274.2,15.0,17.3,42.6,155.5,294.9,estimado_anual
2024,Juana Díaz,46004.0,42.4,17287.6,15.0,17.4,42.8,155.5,295.8,estimado_anual
2025,Juana Díaz,45853.0,42.5,17301.0,15.0,17.5,43.0,155.5,294.9,estimado_anual
1950,Juncos,21651.0,,,,,,69.5,311.5,estimado_poblacion
1951,Juncos,21634.0,,,,,,69.5,311.3,estimado_poblacion
1952,Juncos,21619.0,,,,,,69.5,311.1,estimado_poblacion
1953,Juncos,21603.0,,,,,,69.5,310.8,estimado_poblacion
1954,Juncos,21586.0,,,,,,69.5,310.6,estimado_poblacion
1955,Juncos,21571.0,,,,,,69.5,310.4,estimado_poblacion
1956,Juncos,21557.0,,,,,,69.5,310.2,estimado_poblacion
1957,Juncos,21538.0,,,,,,69.5,309.9,estimado_poblacion
1958,Juncos,21521.0,,,,,,69.5,309.7,estimado_poblacion
1959,Juncos,21507.0,,,,,,69.5,309.5,estimado_poblacion
1960,Juncos,21505.0,,,,,,69.5,309.4,estimado_poblacion
1961,Juncos,21535.0,,,,,,69.5,309.9,estimado_poblacion
1962,Juncos,21567.0,,,,,,69.5,310.3,estimado_poblacion
1963,Juncos,21599.0,,,,,,69.5,310.8,estimado_poblacion
1964,Juncos,21632.0,,,,,,69.5,311.3,estimado_poblacion
1965,Juncos,21664.0,,,,,,69.5,311.7,estimado_poblacion
1966,Juncos,21696.0,,,,,,69.5,312.2,estimado_poblacion
1967,Juncos,21726.0,,,,,,69.5,312.6,estimado_poblacion
1968,Juncos,21759.0,,,,,,69.5,313.1,estimado_poblacion
1969,Juncos,21792.0,,,,,,69.5,313.6,estimado_poblacion
1970,Juncos,21904.0,59.0,2600.0,15.0,7.0,27.0,69.5,315.2,censo_decenal
1971,Juncos,22258.0,58.4,2990.0,14.9,7.6,27.3,69.5,320.3,estimado_anual
1972,Juncos,22620.0,57.8,3380.0,14.8,8.2,27.6,69.5,325.5,estimado_anual
1973,Juncos,22978.0,57.2,3770.0,14.7,8.8,27.9,69.5,330.6,estimado_anual
1974,Juncos,23338.0,56.6,4160.0,14.6,9.4,28.2,69.5,335.8,estimado_anual
1975,Juncos,23693.0,56.0,4550.0,14.5,10.0,28.5,69.5,340.9,estimado_anual
1976,Juncos,24050.0,55.4,4940.0,14.4,10.6,28.8,69.5,346.0,estimado_anual
1977,Juncos,24411.0,54.8,5330.0,14.3,11.2,29.1,69.5,351.2,estimado_anual
1978,Juncos,24771.0,54.2,5720.0,14.2,11.8,29.4,69.5,356.4,estimado_anual
1979,Juncos,25127.0,53.6,6110.0,14.1,12.4,29.7,69.5,361.5,estimado_anual
1980,Juncos,25511.0,53.0,6500.0,14.0,13.0,30.0,69.5,367.1,censo_decenal
1981,Juncos,25966.0,52.6,6960.0,13.8,13.4,30.3,69.5,373.6,estimado_anual
1982,Juncos,26436.0,52.2,7420.0,13.6,13.8,30.6,69.5,380.4,estimado_anual
1983,Juncos,26922.0,51.8,7880.0,13.4,14.2,30.9,69.5,387.4,estimado_anual
1984,Juncos,27422.0,51.4,8340.0,13.2,14.6,31.2,69.5,394.6,estimado_anual
1985,Juncos,27937.0,51.0,8800.0,13.0,15.0,31.5,69.5,402.0,estimado_anual
1986,Juncos,28466.0,50.6,9260.0,12.8,15.4,31.8,69.5,409.6,estimado_anual
1987,Juncos,29015.0,50.2,9720.0,12.6,15.8,32.1,69.5,417.5,estimado_anual
1988,Juncos,29579.0,49.8,10180.0,12.4,16.2,32.4,69.5,425.6,estimado_anual
1989,Juncos,30163.0,49.4,10640.0,12.2,16.6,32.7,69.5,434.0,estimado_anual
1990,Juncos,30741.0,49.0,11100.0,12.0,17.0,33.0,69.5,442.3,censo_decenal
1991,Juncos,31256.0,48.7,12220.0,11.9,17.3,33.4,69.5,449.7,estimado_anual
1992,Juncos,31788.0,48.4,13340.0,11.8,17.6,33.8,69.5,457.4,estimado_anual
1993,Juncos,32335.0,48.1,14460.0,11.7,17.9,34.2,69.5,465.3,estimado_anual
1994,Juncos,32895.0,47.8,15580.0,11.6,18.2,34.6,69.5,473.3,estimado_anual
1995,Juncos,33472.0,47.5,16700.0,11.5,18.5,35.0,69.5,481.6,estimado_anual
1996,Juncos,34067.0,47.2,17820.0,11.4,18.8,35.4,69.5,490.2,estimado_anual
1997,Juncos,34679.0,46.9,18940.0,11.3,19.1,35.8,69.5,499.0,estimado_anual
1998,Juncos,35307.0,46.6,20060.0,11.2,19.4,36.2,69.5,508.0,estimado_anual
1999,Juncos,35954.0,46.3,21180.0,11.1,19.7,36.6,69.5,517.3,estimado_anual
2000,Juncos,36550.0,46.0,22300.0,11.0,20.0,37.0,69.5,525.9,censo_decenal
2001,Juncos,37105.0,45.1,22350.0,11.0,20.2,37.2,69.5,533.9,estimado_anual
2002,Juncos,37633.0,44.2,22400.0,11.0,20.4,37.4,69.5,541.5,estimado_anual
2003,Juncos,38128.0,43.3,22450.0,11.0,20.6,37.6,69.5,548.6,estimado_anual
2004,Juncos,38623.0,42.4,22500.0,11.0,20.8,37.8,69.5,555.7,estimado_anual
2005,Juncos,39052.0,41.5,22550.0,11.0,21.0,38.0,69.5,561.9,estimado_anual
2006,Juncos,39359.0,40.6,22600.0,11.0,21.2,38.2,69.5,566.3,estimado_anual
2007,Juncos,39607.0,39.7,22650.0,11.0,21.4,38.4,69.5,569.9,estimado_anual
2008,Juncos,39846.0,38.8,22700.0,11.0,21.6,38.6,69.5,573.3,estimado_anual
2009,Juncos,40098.0,37.9,22750.0,11.0,21.8,38.8,69.5,576.9,estimado_anual
2010,Juncos,40320.0,37.0,22800.0,11.0,22.0,39.0,69.5,580.1,censo_decenal
2011,Juncos,40151.0,37.2,22807.6,11.0,22.0,39.0,69.5,577.7,estimado_anual
2012,Juncos,39978.0,37.4,22815.2,11.0,22.0,39.0,69.5,575.2,estimado_anual
2013,Juncos,39861.0,37.6,22822.8,11.0,22.0,39.0,69.5,573.5,estimado_anual
2014,Juncos,39446.0,37.8,22830.4,11.0,22.0,39.0,69.5,567.6,estimado_anual
2015,Juncos,39101.0,38.0,22838.0,11.0,22.0,39.0,69.5,562.6,estimado_anual
2016,Juncos,38703.0,38.2,22845.6,11.0,22.0,39.0,69.5,556.9,estimado_anual
2017,Juncos,38064.0,38.4,22853.2,11.0,22.0,39.0,69.5,547.7,estimado_anual
2018,Juncos,36760.0,38.6,22860.8,11.0,22.0,39.0,69.5,528.9,estimado_anual
2019,Juncos,37082.0,38.8,22868.4,11.0,22.0,39.0,69.5,533.6,estimado_anual
2020,Juncos,37023.0,39.0,22876.0,11.0,22.0,39.0,69.5,532.7,censo_decenal
2021,Juncos,36962.0,39.2,22883.6,11.0,22.0,39.0,69.5,531.8,estimado_anual
2022,Juncos,36600.0,39.4,22891.2,11.0,22.0,39.0,69.5,526.6,estimado_anual
2023,Juncos,36586.0,39.6,22898.8,11.0,22.0,39.0,69.5,526.4,estimado_anual
2024,Juncos,36677.0,39.8,22906.4,11.0,22.0,39.0,69.5,527.7,estimado_anual
2025,Juncos,36639.0,40.0,22914.0,11.0,22.0,39.0,69.5,527.2,estimado_anual
1950,Lajas,16303.0,,,,,,156.4,104.2,estimado_poblacion
1951,Lajas,16206.0,,,,,,156.4,103.6,estimado_poblacion
1952,Lajas,16113.0,,,,,,156.4,103.0,estimado_poblacion
1953,Lajas,16016.0,,,,,,156.4,102.4,estimado_poblacion
1954,Lajas,15920.0,,,,,,156.4,101.8,estimado_poblacion
1955,Lajas,15828.0,,,,,,156.4,101.2,estimado_poblacion
1956,Lajas,15731.0,,,,,,156.4,100.6,estimado_poblacion
1957,Lajas,15637.0,,,,,,156.4,100.0,estimado_poblacion
1958,Lajas,15540.0,,,,,,156.4,99.4,estimado_poblacion
1959,Lajas,15445.0,,,,,,156.4,98.8,estimado_poblacion
1960,Lajas,15402.0,,,,,,156.4,98.5,estimado_poblacion
1961,Lajas,15523.0,,,,,,156.4,99.3,estimado_poblacion
1962,Lajas,15637.0,,,,,,156.4,100.0,estimado_poblacion
1963,Lajas,15756.0,,,,,,156.4,100.7,estimado_poblacion
1964,Lajas,15872.0,,,,,,156.4,101.5,estimado_poblacion
1965,Lajas,15990.0,,,,,,156.4,102.2,estimado_poblacion
1966,Lajas,16111.0,,,,,,156.4,103.0,estimado_poblacion
1967,Lajas,16223.0,,,,,,156.4,103.7,estimado_poblacion
1968,Lajas,16343.0,,,,,,156.4,104.5,estimado_poblacion
1969,Lajas,16457.0,,,,,,156.4,105.2,estimado_poblacion
1970,Lajas,16658.0,70.0,1900.0,21.0,4.0,30.0,156.4,106.5,censo_decenal
1971,Lajas,17131.0,69.6,2180.0,21.0,4.3,30.4,156.4,109.5,estimado_anual
1972,Lajas,17600.0,69.2,2460.0,21.0,4.6,30.8,156.4,112.5,estimado_anual
1973,Lajas,18069.0,68.8,2740.0,21.0,4.9,31.2,156.4,115.5,estimado_anual
1974,Lajas,18539.0,68.4,3020.0,21.0,5.2,31.6,156.4,118.5,estimado_anual
1975,Lajas,19006.0,68.0,3300.0,21.0,5.5,32.0,156.4,121.5,estimado_anual
1976,Lajas,19472.0,67.6,3580.0,21.0,5.8,32.4,156.4,124.5,estimado_anual
1977,Lajas,19943.0,67.2,3860.0,21.0,6.1,32.8,156.4,127.5,estimado_anual
1978,Lajas,20414.0,66.8,4140.0,21.0,6.4,33.2,156.4,130.5,estimado_anual
1979,Lajas,20885.0,66.4,4420.0,21.0,6.7,33.6,156.4,133.5,estimado_anual
1980,Lajas,21275.0,66.0,4700.0,21.0,7.0,34.0,156.4,136.0,censo_decenal
1981,Lajas,21437.0,65.6,5070.0,20.8,7.3,34.3,156.4,137.1,estimado_anual
1982,Lajas,21610.0,65.2,5440.0,20.6,7.6,34.6,156.4,138.2,estimado_anual
1983,Lajas,21791.0,64.8,5810.0,20.4,7.9,34.9,156.4,139.3,estimado_anual
1984,Lajas,21980.0,64.4,6180.0,20.2,8.2,35.2,156.4,140.5,estimado_anual
1985,Lajas,22179.0,64.0,6550.0,20.0,8.5,35.5,156.4,141.8,estimado_anual
1986,Lajas,22388.0,63.6,6920.0,19.8,8.8,35.8,156.4,143.1,estimado_anual
1987,Lajas,22611.0,63.2,7290.0,19.6,9.1,36.1,156.4,144.6,estimado_anual
1988,Lajas,22842.0,62.8,7660.0,19.4,9.4,36.4,156.4,146.0,estimado_anual
1989,Lajas,23081.0,62.4,8030.0,19.2,9.7,36.7,156.4,147.6,estimado_anual
1990,Lajas,23335.0,62.0,8400.0,19.0,10.0,37.0,156.4,149.2,censo_decenal
1991,Lajas,23585.0,61.7,8930.0,18.8,10.3,37.5,156.4,150.8,estimado_anual
1992,Lajas,23846.0,61.4,9460.0,18.6,10.6,38.0,156.4,152.5,estimado_anual
1993,Lajas,24120.0,61.1,9990.0,18.4,10.9,38.5,156.4,154.2,estimado_anual
1994,Lajas,24402.0,60.8,10520.0,18.2,11.2,39.0,156.4,156.0,estimado_anual
1995,Lajas,24697.0,60.5,11050.0,18.0,11.5,39.5,156.4,157.9,estimado_anual
1996,Lajas,25002.0,60.2,11580.0,17.8,11.8,40.0,156.4,159.9,estimado_anual
1997,Lajas,25322.0,59.9,12110.0,17.6,12.1,40.5,156.4,161.9,estimado_anual
1998,Lajas,25652.0,59.6,12640.0,17.4,12.4,41.0,156.4,164.0,estimado_anual
1999,Lajas,25996.0,59.3,13170.0,17.2,12.7,41.5,156.4,166.2,estimado_anual
2000,Lajas,26299.0,59.0,13700.0,17.0,13.0,42.0,156.4,168.2,censo_decenal
2001,Lajas,26358.0,57.4,13730.0,17.1,13.1,42.1,156.4,168.5,estimado_anual
2002,Lajas,26390.0,55.8,13760.0,17.2,13.2,42.2,156.4,168.7,estimado_anual
2003,Lajas,26415.0,54.2,13790.0,17.3,13.3,42.3,156.4,168.9,estimado_anual
2004,Lajas,26417.0,52.6,13820.0,17.4,13.4,42.4,156.4,168.9,estimado_anual
2005,Lajas,26394.0,51.0,13850.0,17.5,13.5,42.5,156.4,168.8,estimado_anual
2006,Lajas,26281.0,49.4,13880.0,17.6,13.6,42.6,156.4,168.0,estimado_anual
2007,Lajas,26140.0,47.8,13910.0,17.7,13.7,42.7,156.4,167.1,estimado_anual
2008,Lajas,25996.0,46.2,13940.0,17.8,13.8,42.8,156.4,166.2,estimado_anual
2009,Lajas,25852.0,44.6,13970.0,17.9,13.9,42.9,156.4,165.3,estimado_anual
2010,Lajas,25744.0,43.0,14000.0,18.0,14.0,43.0,156.4,164.6,censo_decenal
2011,Lajas,25583.0,43.2,14012.3,18.1,14.1,43.2,156.4,163.6,estimado_anual
2012,Lajas,25468.0,43.4,14024.6,18.2,14.2,43.4,156.4,162.8,estimado_anual
2013,Lajas,25303.0,43.6,14036.9,18.3,14.3,43.6,156.4,161.8,estimado_anual
2014,Lajas,25053.0,43.8,14049.2,18.4,14.4,43.8,156.4,160.2,estimado_anual
2015,Lajas,24735.0,44.0,14061.5,18.5,14.5,44.0,156.4,158.2,estimado_anual
2016,Lajas,24416.0,44.2,14073.8,18.6,14.6,44.2,156.4,156.1,estimado_anual
2017,Lajas,24005.0,44.4,14086.1,18.7,14.7,44.4,156.4,153.5,estimado_anual
2018,Lajas,23301.0,44.6,14098.4,18.8,14.8,44.6,156.4,149.0,estimado_anual
2019,Lajas,23438.0,44.8,14110.7,18.9,14.9,44.8,156.4,149.9,estimado_anual
2020,Lajas,23280.0,45.0,14123.0,19.0,15.0,45.0,156.4,148.8,censo_decenal
2021,Lajas,23216.0,45.2,14135.3,19.1,15.1,45.2,156.4,148.4,estimado_anual
2022,Lajas,22925.0,45.4,14147.6,19.2,15.2,45.4,156.4,146.6,estimado_anual
2023,Lajas,22860.0,45.6,14159.9,19.3,15.3,45.6,156.4,146.2,estimado_anual
2024,Lajas,22867.0,45.8,14172.2,19.4,15.4,45.8,156.4,146.2,estimado_anual
2025,Lajas,22784.0,46.0,14184.5,19.5,15.5,46.0,156.4,145.7,estimado_anual
1950,Lares,29875.0,,,,,,165.5,180.5,estimado_poblacion
1951,Lares,29574.0,,,,,,165.5,178.7,estimado_poblacion
1952,Lares,29269.0,,,,,,165.5,176.9,estimado_poblacion
1953,Lares,28966.0,,,,,,165.5,175.0,estimado_poblacion
1954,Lares,28661.0,,,,,,165.5,173.2,estimado_poblacion
1955,Lares,28362.0,,,,,,165.5,171.4,estimado_poblacion
1956,Lares,28060.0,,,,,,165.5,169.5,estimado_poblacion
1957,Lares,27757.0,,,,,,165.5,167.7,estimado_poblacion
1958,Lares,27453.0,,,,,,165.5,165.9,estimado_poblacion
1959,Lares,27150.0,,,,,,165.5,164.0,estimado_poblacion
1960,Lares,26882.0,,,,,,165.5,162.4,estimado_poblacion
1961,Lares,26713.0,,,,,,165.5,161.4,estimado_poblacion
1962,Lares,26547.0,,,,,,165.5,160.4,estimado_poblacion
1963,Lares,26383.0,,,,,,165.5,159.4,estimado_poblacion
1964,Lares,26217.0,,,,,,165.5,158.4,estimado_poblacion
1965,Lares,26050.0,,,,,,165.5,157.4,estimado_poblacion
1966,Lares,25888.0,,,,,,165.5,156.4,estimado_poblacion
1967,Lares,25718.0,,,,,,165.5,155.4,estimado_poblacion
1968,Lares,25553.0,,,,,,165.5,154.4,estimado_poblacion
1969,Lares,25389.0,,,,,,165.5,153.4,estimado_poblacion
1970,Lares,25296.0,72.0,1700.0,22.0,3.0,29.0,165.5,152.8,censo_decenal
1971,Lares,25446.0,71.6,1960.0,22.0,3.3,29.4,165.5,153.8,estimado_anual
1972,Lares,25598.0,71.2,2220.0,22.0,3.6,29.8,165.5,154.7,estimado_anual
1973,Lares,25746.0,70.8,2480.0,22.0,3.9,30.2,165.5,155.6,estimado_anual
1974,Lares,25891.0,70.4,2740.0,22.0,4.2,30.6,165.5,156.4,estimado_anual
1975,Lares,26039.0,70.0,3000.0,22.0,4.5,31.0,165.5,157.3,estimado_anual
1976,Lares,26186.0,69.6,3260.0,22.0,4.8,31.4,165.5,158.2,estimado_anual
1977,Lares,26336.0,69.2,3520.0,22.0,5.1,31.8,165.5,159.1,estimado_anual
1978,Lares,26484.0,68.8,3780.0,22.0,5.4,32.2,165.5,160.0,estimado_anual
1979,Lares,26633.0,68.4,4040.0,22.0,5.7,32.6,165.5,160.9,estimado_anual
1980,Lares,26787.0,68.0,4300.0,22.0,6.0,33.0,165.5,161.9,censo_decenal
1981,Lares,26977.0,67.6,4640.0,21.8,6.3,33.4,165.5,163.0,estimado_anual
1982,Lares,27174.0,67.2,4980.0,21.6,6.6,33.8,165.5,164.2,estimado_anual
1983,Lares,27380.0,66.8,5320.0,21.4,6.9,34.2,165.5,165.4,estimado_anual
1984,Lares,27596.0,66.4,5660.0,21.2,7.2,34.6,165.5,166.7,estimado_anual
1985,Lares,27818.0,66.0,6000.0,21.0,7.5,35.0,165.5,168.1,estimado_anual
1986,Lares,28052.0,65.6,6340.0,20.8,7.8,35.4,165.5,169.5,estimado_anual
1987,Lares,28294.0,65.2,6680.0,20.6,8.1,35.8,165.5,171.0,estimado_anual
1988,Lares,28547.0,64.8,7020.0,20.4,8.4,36.2,165.5,172.5,estimado_anual
1989,Lares,28810.0,64.4,7360.0,20.2,8.7,36.6,165.5,174.1,estimado_anual
1990,Lares,29133.0,64.0,7700.0,20.0,9.0,37.0,165.5,176.0,censo_decenal
1991,Lares,29607.0,63.7,8160.0,19.9,9.2,37.4,165.5,178.9,estimado_anual
1992,Lares,30095.0,63.4,8620.0,19.8,9.4,37.8,165.5,181.8,estimado_anual
1993,Lares,30601.0,63.1,9080.0,19.7,9.6,38.2,165.5,184.9,estimado_anual
1994,Lares,31115.0,62.8,9540.0,19.6,9.8,38.6,165.5,188.0,estimado_anual
1995,Lares,31650.0,62.5,10000.0,19.5,10.0,39.0,165.5,191.2,estimado_anual
1996,Lares,32200.0,62.2,10460.0,19.4,10.2,39.4,165.5,194.6,estimado_anual
1997,Lares,32768.0,61.9,10920.0,19.3,10.4,39.8,165.5,198.0,estimado_anual
1998,Lares,33351.0,61.6,11380.0,19.2,10.6,40.2,165.5,201.5,estimado_anual
1999,Lares,33954.0,61.3,11840.0,19.1,10.8,40.6,165.5,205.2,estimado_anual
2000,Lares,34369.0,61.0,12300.0,19.0,11.0,41.0,165.5,207.7,censo_decenal
2001,Lares,34151.0,59.0,12330.0,19.1,11.1,41.1,165.5,206.4,estimado_anual
2002,Lares,33902.0,57.0,12360.0,19.2,11.2,41.2,165.5,204.8,estimado_anual
2003,Lares,33618.0,55.0,12390.0,19.3,11.3,41.3,165.5,203.1,estimado_anual
2004,Lares,33338.0,53.0,12420.0,19.4,11.4,41.4,165.5,201.4,estimado_anual
2005,Lares,32999.0,51.0,12450.0,19.5,11.5,41.5,165.5,199.4,estimado_anual
2006,Lares,32555.0,49.0,12480.0,19.6,11.6,41.6,165.5,196.7,estimado_anual
2007,Lares,32059.0,47.0,12510.0,19.7,11.7,41.7,165.5,193.7,estimado_anual
2008,Lares,31567.0,45.0,12540.0,19.8,11.8,41.8,165.5,190.7,estimado_anual
2009,Lares,31101.0,43.0,12570.0,19.9,11.9,41.9,165.5,187.9,estimado_anual
2010,Lares,30737.0,41.0,12600.0,20.0,12.0,42.0,165.5,185.7,censo_decenal
2011,Lares,30537.0,41.2,12605.4,20.0,12.0,42.1,165.5,184.5,estimado_anual
2012,Lares,30327.0,41.4,12610.8,20.0,12.0,42.2,165.5,183.2,estimado_anual
2013,Lares,30181.0,41.6,12616.2,20.0,12.0,42.3,165.5,182.4,estimado_anual
2014,Lares,29919.0,41.8,12621.6,20.0,12.0,42.4,165.5,180.8,estimado_anual
2015,Lares,29607.0,42.0,12627.0,20.0,12.0,42.5,165.5,178.9,estimado_anual
2016,Lares,29242.0,42.2,12632.4,20.0,12.0,42.6,165.5,176.7,estimado_anual
2017,Lares,28822.0,42.4,12637.8,20.0,12.0,42.7,165.5,174.2,estimado_anual
2018,Lares,27992.0,42.6,12643.2,20.0,12.0,42.8,165.5,169.1,estimado_anual
2019,Lares,28182.0,42.8,12648.6,20.0,12.0,42.9,165.5,170.3,estimado_anual
2020,Lares,28114.0,43.0,12654.0,20.0,12.0,43.0,165.5,169.9,censo_decenal
2021,Lares,28022.0,43.2,12659.4,20.0,12.0,43.1,165.5,169.3,estimado_anual
2022,Lares,27815.0,43.4,12664.8,20.0,12.0,43.2,165.5,168.1,estimado_anual
2023,Lares,27792.0,43.6,12670.2,20.0,12.0,43.3,165.5,167.9,estimado_anual
2024,Lares,27816.0,43.8,12675.6,20.0,12.0,43.4,165.5,168.1,estimado_anual
2025,Lares,27744.0,44.0,12681.0,20.0,12.0,43.5,165.5,167.6,estimado_anual
1950,Las Marías,10768.0,,,,,,118.9,90.6,estimado_poblacion
1951,Las Marías,10610.0,,,,,,118.9,89.2,estimado_poblacion
1952,Las Marías,10454.0,,,,,,118.9,87.9,estimado_poblacion
1953,Las Marías,10299.0,,,,,,118.9,86.6,estimado_poblacion
1954,Las Marías,10138.0,,,,,,118.9,85.3,estimado_poblacion
1955,Las Marías,9983.0,,,,,,118.9,84.0,estimado_poblacion
1956,Las Marías,9827.0,,,,,,118.9,82.6,estimado_poblacion
1957,Las Marías,9669.0,,,,,,118.9,81.3,estimado_poblacion
1958,Las Marías,9512.0,,,,,,118.9,80.0,estimado_poblacion
1959,Las Marías,9353.0,,,,,,118.9,78.7,estimado_poblacion
1960,Las Marías,9202.0,,,,,,118.9,77.4,estimado_poblacion
1961,Las Marías,9066.0,,,,,,118.9,76.2,estimado_poblacion
1962,Las Marías,8924.0,,,,,,118.9,75.1,estimado_poblacion
1963,Las Marías,8785.0,,,,,,118.9,73.9,estimado_poblacion
1964,Las Marías,8645.0,,,,,,118.9,72.7,estimado_poblacion
1965,Las Marías,8504.0,,,,,,118.9,71.5,estimado_poblacion
1966,Las Marías,8367.0,,,,,,118.9,70.4,estimado_poblacion
1967,Las Marías,8224.0,,,,,,118.9,69.2,estimado_poblacion
1968,Las Marías,8084.0,,,,,,118.9,68.0,estimado_poblacion
1969,Las Marías,7945.0,,,,,,118.9,66.8,estimado_poblacion
1970,Las Marías,7866.0,77.0,1500.0,25.0,2.0,30.0,118.9,66.2,censo_decenal
1971,Las Marías,7953.0,76.6,1720.0,25.0,2.2,30.5,118.9,66.9,estimado_anual
1972,Las Marías,8045.0,76.2,1940.0,25.0,2.4,31.0,118.9,67.7,estimado_anual
1973,Las Marías,8136.0,75.8,2160.0,25.0,2.6,31.5,118.9,68.4,estimado_anual
1974,Las Marías,8226.0,75.4,2380.0,25.0,2.8,32.0,118.9,69.2,estimado_anual
1975,Las Marías,8315.0,75.0,2600.0,25.0,3.0,32.5,118.9,69.9,estimado_anual
1976,Las Marías,8407.0,74.6,2820.0,25.0,3.2,33.0,118.9,70.7,estimado_anual
1977,Las Marías,8498.0,74.2,3040.0,25.0,3.4,33.5,118.9,71.5,estimado_anual
1978,Las Marías,8589.0,73.8,3260.0,25.0,3.6,34.0,118.9,72.2,estimado_anual
1979,Las Marías,8676.0,73.4,3480.0,25.0,3.8,34.5,118.9,73.0,estimado_anual
1980,Las Marías,8757.0,73.0,3700.0,25.0,4.0,35.0,118.9,73.7,censo_decenal
1981,Las Marías,8799.0,72.7,3990.0,24.8,4.3,35.3,118.9,74.0,estimado_anual
1982,Las Marías,8841.0,72.4,4280.0,24.6,4.6,35.6,118.9,74.4,estimado_anual
1983,Las Marías,8887.0,72.1,4570.0,24.4,4.9,35.9,118.9,74.7,estimado_anual
1984,Las Marías,8942.0,71.8,4860.0,24.2,5.2,36.2,118.9,75.2,estimado_anual
1985,Las Marías,8995.0,71.5,5150.0,24.0,5.5,36.5,118.9,75.7,estimado_anual
1986,Las Marías,9054.0,71.2,5440.0,23.8,5.8,36.8,118.9,76.1,estimado_anual
1987,Las Marías,9117.0,70.9,5730.0,23.6,6.1,37.1,118.9,76.7,estimado_anual
1988,Las Marías,9184.0,70.6,6020.0,23.4,6.4,37.4,118.9,77.2,estimado_anual
1989,Las Marías,9253.0,70.3,6310.0,23.2,6.7,37.7,118.9,77.8,estimado_anual
1990,Las Marías,9342.0,70.0,6600.0,23.0,7.0,38.0,118.9,78.6,censo_decenal
1991,Las Marías,9494.0,69.7,7010.0,22.8,7.2,38.5,118.9,79.8,estimado_anual
1992,Las Marías,9647.0,69.4,7420.0,22.6,7.4,39.0,118.9,81.1,estimado_anual
1993,Las Marías,9810.0,69.1,7830.0,22.4,7.6,39.5,118.9,82.5,estimado_anual
1994,Las Marías,9978.0,68.8,8240.0,22.2,7.8,40.0,118.9,83.9,estimado_anual
1995,Las Marías,10152.0,68.5,8650.0,22.0,8.0,40.5,118.9,85.4,estimado_anual
1996,Las Marías,10328.0,68.2,9060.0,21.8,8.2,41.0,118.9,86.9,estimado_anual
1997,Las Marías,10514.0,67.9,9470.0,21.6,8.4,41.5,118.9,88.4,estimado_anual
1998,Las Marías,10708.0,67.6,9880.0,21.4,8.6,42.0,118.9,90.1,estimado_anual
1999,Las Marías,10907.0,67.3,10290.0,21.2,8.8,42.5,118.9,91.7,estimado_anual
2000,Las Marías,11040.0,67.0,10700.0,21.0,9.0,43.0,118.9,92.9,censo_decenal
2001,Las Marías,10974.0,64.8,10730.0,21.2,9.1,43.1,118.9,92.3,estimado_anual
2002,Las Marías,10893.0,62.6,10760.0,21.4,9.2,43.2,118.9,91.6,estimado_anual
2003,Las Marías,10811.0,60.4,10790.0,21.6,9.3,43.3,118.9,90.9,estimado_anual
2004,Las Marías,10720.0,58.2,10820.0,21.8,9.4,43.4,118.9,90.2,estimado_anual
2005,Las Marías,10609.0,56.0,10850.0,22.0,9.5,43.5,118.9,89.2,estimado_anual
2006,Las Marías,10462.0,53.8,10880.0,22.2,9.6,43.6,118.9,88.0,estimado_anual
2007,Las Marías,10304.0,51.6,10910.0,22.4,9.7,43.7,118.9,86.7,estimado_anual
2008,Las Marías,10147.0,49.4,10940.0,22.6,9.8,43.8,118.9,85.3,estimado_anual
2009,Las Marías,9994.0,47.2,10970.0,22.8,9.9,43.9,118.9,84.1,estimado_anual
